ra,dec,z,class,zWarning
175.35296,25.698107,0.08935913,GALAXY,0
175.41327,25.555097,0.06579844,GALAXY,0
175.40419,25.365267,0.2296944,GALAXY,0
175.43569,25.379143,0.04695876,GALAXY,0
175.63444,25.491264,0.0005725867,STAR,0
175.57436,25.689604,0.03003133,GALAXY,0
175.36661,25.333521,0.1566428,GALAXY,0
175.52893,25.432503,0.1850353,GALAXY,0
175.68002,25.686685,0.9693878,QSO,0
175.3769,25.493619,0.2985886,GALAXY,0
176.20431,25.28233,0.1682607,GALAXY,0
175.88377,25.044577,1.560487,QSO,0
175.8033,25.325582,0.1646183,GALAXY,0
176.27858,25.172085,0.4003643,GALAXY,0
176.16965,25.174399,0.157864,GALAXY,0
175.89018,25.182888,0.1671418,GALAXY,0
176.10439,25.235471,0.1775524,GALAXY,0
175.93596,25.237624,0.105961,GALAXY,0
176.21159,24.991293,0.9740129,GALAXY,5
176.18088,25.135659,0.155423,GALAXY,0
175.99009,24.902576,0.1366556,GALAXY,0
176.13771,24.801588,0.1237001,GALAXY,0
176.03832,24.746385,0.184806,GALAXY,0
175.84656,25.062331,0.1664446,GALAXY,0
176.17173,25.008228,0.1838874,GALAXY,0
176.15301,25.020173,0.1821184,GALAXY,0
175.90431,25.199229,0.1058474,GALAXY,0
176.17427,24.90154,0.1558203,GALAXY,0
175.90572,24.944182,0.02063531,GALAXY,0
176.19282,24.712925,0.08712828,GALAXY,0
176.14382,25.421462,0.04592716,GALAXY,0
176.05421,25.647165,-9.624224E-05,STAR,0
175.98724,25.651203,0.2965522,GALAXY,0
175.7662,25.753381,0.0665529,GALAXY,0
176.19241,25.480521,0.03349587,GALAXY,0
175.84916,25.604971,0.1832188,GALAXY,0
175.70829,25.947302,0.4490094,GALAXY,0
175.88672,25.666224,0.05091826,GALAXY,0
176.01263,25.621038,0.1312251,GALAXY,0
175.86002,25.460348,1.817673,QSO,0
175.70016,25.861094,1.136142,QSO,0
175.88268,25.464307,0.1308448,GALAXY,0
175.74756,25.454663,0.1368128,GALAXY,0
175.70956,25.846063,-0.0003047948,STAR,0
175.87864,25.398316,0.03131427,GALAXY,0
175.69394,25.787005,0.3353204,GALAXY,0
176.20529,25.350593,-7.841415E-05,STAR,0
175.9388,25.405601,3.607018,QSO,0
175.97041,25.32964,0.3353412,QSO,0
175.88662,25.543417,0.001494447,STAR,5
