ra,dec,z,class,zWarning
173.69143,18.271402,0.123763,GALAXY,0
173.72725,18.817719,0.12748,GALAXY,0
173.77115,18.432527,0.07244,GALAXY,0
173.60304,18.385663,0.082845,GALAXY,0
173.6527,18.329547,0.011615,GALAXY,0
173.62422,18.165598,0.064456,GALAXY,0
173.62886,18.365622,0.083214,GALAXY,0
173.74349,18.2046,0.239762,GALAXY,0
173.71641,18.13274,1.668219,QSO,0
171.91169,19.325006,0,GALAXY,134
173.74242,18.331916,0.106722,GALAXY,0
173.72042,18.475481,0.326312,GALAXY,0
173.75721,18.289235,0.082388,GALAXY,0
173.69249,18.544293,0.081102,GALAXY,0
173.64386,18.682376,0.011897,GALAXY,0
173.74914,18.392771,-3.178143E-4,STAR,13
173.76979,18.480912,0.382488,GALAXY,0
173.77952,18.609091,0.08175,GALAXY,0
173.66579,18.458098,0.047132,GALAXY,0
174.25566,19.435279,5.522792E-5,STAR,0
174.2402,18.910065,0.108647,GALAXY,0
174.2979,18.971336,0.109373,GALAXY,0
174.27081,18.895663,0.108718,GALAXY,0
174.29676,19.229818,0.040688,GALAXY,5
174.20743,19.179127,0.096657,GALAXY,0
174.22997,19.132378,0.108414,GALAXY,0
174.1618,19.249304,0.110184,GALAXY,0
174.23338,19.201538,0.082824,GALAXY,0
174.29867,18.914192,0.108003,GALAXY,0
174.26163,19.145592,0.324686,GALAXY,0
174.15944,19.523233,0.096778,GALAXY,0
174.19906,19.442767,3.467965,QSO,0
174.17963,18.930343,0.623264,QSO,0
174.18906,19.540021,0.204767,GALAXY,0
174.23116,19.218086,0.52666,QSO,0
174.15707,19.605109,0.082432,GALAXY,0
174.31116,19.196307,-1.914475E-4,STAR,0
174.28481,19.363628,1.911398,QSO,0
174.27247,19.543554,0.108187,GALAXY,0
173.37497,18.504879,0.04117,GALAXY,0
173.49961,18.25067,0.326772,GALAXY,0
173.46166,18.531088,2.19615E-3,STAR,13
173.54147,18.378618,0.094853,GALAXY,0
173.58669,18.305002,-2.423454E-4,STAR,0
173.4464,18.569075,-8.904348E-4,STAR,0
173.40617,18.556527,0.08655,GALAXY,0
173.41029,18.669346,0.094877,GALAXY,0
173.46405,18.474759,3.88909E-4,STAR,0
173.58641,18.504244,0.12443,GALAXY,0
173.53386,18.843385,0.148824,GALAXY,0
173.4841,18.817797,0.0825,GALAXY,0
173.44272,18.693233,0.231036,GALAXY,0
173.48389,18.634805,0.032956,GALAXY,0
173.46354,18.391544,0.190982,GALAXY,0
173.4166,18.800521,0.691292,QSO,0
173.58851,18.19086,0.094703,GALAXY,0
173.43648,18.610138,2.444785,QSO,0
173.28547,18.357115,1.335995,QSO,0
173.52571,18.783147,0.064013,GALAXY,0
173.73547,19.474343,0.21686,GALAXY,0
173.76187,19.494417,0.157521,GALAXY,0
174.03687,19.009852,-6.324671E-5,STAR,0
173.79598,18.9229,0.219293,GALAXY,0
174.01188,19.599385,3.01414,QSO,0
173.72891,19.301731,0.127359,GALAXY,0
173.8135,19.240428,0.156765,GALAXY,0
174.03468,18.922641,0.158339,GALAXY,0
174.0682,19.317936,4.122147E-4,STAR,0
173.77886,19.390113,0.127613,GALAXY,0
173.78405,19.233531,0.035991,GALAXY,0
173.89538,19.478045,0.161613,GALAXY,0
174.04668,19.57823,0.323282,GALAXY,0
173.77765,19.500186,0.214277,GALAXY,0
174.07208,19.498912,0.362727,GALAXY,0
174.11655,19.601049,0.097318,GALAXY,0
174.10732,19.544091,0.096967,GALAXY,0
173.9507,19.35204,0.964945,GALAXY,5
173.86862,19.382344,0.12669,GALAXY,0
174.14431,19.500494,0.097005,GALAXY,0
173.59137,19.262933,4.037473E-3,STAR,5
173.65232,18.980415,0.126064,GALAXY,0
173.64676,19.016108,0.0881,GALAXY,0
173.65343,19.182579,0.126728,GALAXY,0
173.56876,18.914146,0.126062,GALAXY,0
173.54324,19.326039,0.133514,GALAXY,0
173.68943,19.219682,0.083048,GALAXY,0
173.57692,18.981034,-2.432193E-5,STAR,0
173.55344,19.07497,0.063622,GALAXY,0
173.65851,19.436244,0.157301,GALAXY,0
173.72805,19.283697,0.159923,GALAXY,0
173.68618,19.033398,0.032582,GALAXY,0
173.68033,19.273567,0.133614,GALAXY,0
173.68142,19.349733,0.338436,GALAXY,0
173.55989,19.552327,0.342733,GALAXY,0
173.6011,19.370341,0.349886,GALAXY,0
173.62139,19.522382,0.354657,GALAXY,0
173.70855,19.507806,0.155903,GALAXY,0
173.71129,19.544503,0.146836,GALAXY,0
173.54233,19.546298,0.344567,GALAXY,0
173.27605,18.857489,0.033212,GALAXY,0
173.52755,19.174114,0.128705,GALAXY,0
173.29253,19.024397,0.120518,GALAXY,0
173.46357,19.181108,0.110713,GALAXY,0
173.32406,19.330108,0.209838,GALAXY,0
173.36885,19.328286,0.209683,GALAXY,0
173.50008,18.987921,0.185935,GALAXY,0
173.26635,19.370757,0.032865,GALAXY,0
173.46074,19.148927,0.110412,GALAXY,0
173.35124,19.335945,0.216065,GALAXY,0
173.52561,19.488888,0.352601,GALAXY,0
173.49009,19.520072,0.353986,GALAXY,0
173.36344,19.289119,3.549949,QSO,5
173.31433,19.443681,-7.243121E-6,STAR,0
173.47965,19.360015,0.012499,GALAXY,0
173.50487,19.495143,1.18604,QSO,0
173.50993,19.445662,0.338541,GALAXY,0
173.52776,19.451336,0.122125,GALAXY,0
173.49271,19.328574,0.349384,GALAXY,0
173.48725,19.579552,0.090941,GALAXY,0
173.15952,18.382714,0.119078,GALAXY,0
173.18749,18.416652,0.8408,QSO,0
173.16994,18.22181,0.111048,GALAXY,0
173.22699,18.423862,3.787989E-3,STAR,5
173.25477,18.849319,0.032954,GALAXY,0
173.32482,18.14304,0.065365,GALAXY,0
173.26956,18.455865,0.125343,GALAXY,0
173.19743,18.731234,1.541929,QSO,0
173.16273,18.698559,0.083539,GALAXY,0
173.20656,18.165491,-4.314345E-5,STAR,0
173.26531,18.142696,0.42876,GALAXY,0
173.27859,18.775623,0.106475,GALAXY,0
173.21683,18.468897,2.144966,QSO,0
173.26845,18.729648,0.034686,GALAXY,0
173.22103,18.529496,0.095981,GALAXY,0
173.16928,18.61126,0.036013,GALAXY,0
173.22804,18.386868,0.110688,GALAXY,0
173.16903,18.18553,0.132011,GALAXY,0
173.25783,18.205137,7.467246E-4,STAR,4
173.24044,18.668524,0.210884,GALAXY,0
172.84282,19.051736,0.24001,GALAXY,0
173.06254,19.006476,0.192531,GALAXY,0
172.95868,19.613062,0.320577,GALAXY,0
173.24518,19.362058,0.042706,GALAXY,0
172.83417,18.939794,0.143012,GALAXY,0
173.16141,18.865378,0.035614,GALAXY,0
173.05727,18.98132,0.213144,GALAXY,0
172.88636,18.970946,0.300938,GALAXY,0
173.25953,18.906897,0.011215,GALAXY,0
173.09612,19.204123,0.211786,GALAXY,0
173.04143,19.427984,0.083705,GALAXY,0
173.135,19.551993,0.034413,GALAXY,0
173.25253,19.015841,5.816285,QSO,4
172.80716,18.935455,0.133547,GALAXY,0
172.82214,19.466119,-3.270243E-4,STAR,0
173.05395,19.341063,0.2118,GALAXY,0
172.99662,19.446174,0.166519,GALAXY,0
172.80887,18.897436,0.154974,GALAXY,0
173.03671,19.179432,0.104713,GALAXY,5
172.98539,19.17943,0.106119,GALAXY,0
172.92215,18.549952,0.095201,GALAXY,0
172.8956,18.386964,0.097039,GALAXY,0
172.96225,18.192928,0.128022,GALAXY,0
173.15431,18.208541,0.019859,GALAXY,0
173.09404,18.52893,0.083586,GALAXY,0
173.02207,18.509966,0.082478,GALAXY,0
173.15169,18.143077,0.041226,GALAXY,0
173.00812,18.340677,0.10287,GALAXY,0
173.13987,18.509285,0.119038,GALAXY,0
173.01128,18.46425,6.024926E-4,STAR,5
173.1519,18.847673,0.035893,GALAXY,0
172.95619,18.242586,1.618706E-4,STAR,0
172.93249,18.198622,0.298317,GALAXY,0
172.8298,18.24312,0.085818,GALAXY,0
173.03076,18.697164,0.035743,GALAXY,0
173.12569,18.585161,0.094759,GALAXY,0
173.13077,18.699756,0.035668,GALAXY,0
173.16384,18.132081,0.041475,GALAXY,0
173.027,18.560553,0.083824,GALAXY,0
173.10873,18.482214,0.125511,GALAXY,0
172.54916,18.957287,0.986699,QSO,0
172.56389,19.156889,0.025491,GALAXY,5
172.24749,19.276927,0.131997,GALAXY,0
172.21948,19.179312,0.068474,GALAXY,0
172.70438,19.221036,0.188682,GALAXY,0
172.35364,19.495053,0.13392,GALAXY,0
172.39786,19.118968,6.956924E-4,STAR,0
172.33144,19.166318,0.06897,GALAXY,0
172.67004,19.201065,0.155855,GALAXY,0
172.37007,19.410676,0.209096,GALAXY,0
172.44805,19.563691,0.153679,GALAXY,0
172.59373,19.045395,3.174464,QSO,0
172.76583,19.484806,-1.009393E-4,STAR,0
172.57217,19.213204,0.098183,GALAXY,0
172.71333,19.242255,0.164775,GALAXY,0
172.68624,19.264692,0.153469,GALAXY,0
172.78262,18.859472,0.13223,GALAXY,0
172.69634,19.057139,1.647152,QSO,0
172.74369,19.390246,0.153146,GALAXY,0
172.68967,19.18187,0.153137,GALAXY,0
172.72161,18.438196,2.013113E-4,STAR,0
172.73561,18.403643,2.394761,QSO,68
172.70132,18.590012,-1.771725E-4,STAR,0
172.5831,18.385853,0.083338,GALAXY,0
172.8128,18.376916,0.132187,GALAXY,0
172.34693,18.595435,0.106356,GALAXY,0
172.40694,18.801793,0.07981,GALAXY,0
172.64084,18.563212,1.180924,QSO,5
172.53228,18.517417,0.065289,GALAXY,0
172.47631,18.816324,0.241288,GALAXY,0
172.75547,18.60929,0.083357,GALAXY,0
172.74843,18.31938,0.097264,GALAXY,0
172.7678,18.766406,3.104876,QSO,4
172.37747,18.513361,0.140412,GALAXY,0
171.90927,19.290113,0,GALAXY,134
172.70921,18.345597,0.106053,GALAXY,0
172.76077,18.391711,0.049322,GALAXY,0
172.83011,18.392644,-1.037428E-4,STAR,0
172.44391,18.569864,1.756885,QSO,0
172.57139,18.579199,1.264766,QSO,0
172.11659,19.18363,0.019032,GALAXY,0
172.13104,19.100739,0.052046,GALAXY,0
172.1595,19.01901,0.106145,GALAXY,0
172.13965,19.069886,0.052279,GALAXY,0
172.31325,18.850934,0.102013,GALAXY,0
172.17027,19.330705,0.215024,GALAXY,0
172.36336,18.65441,0.1317,GALAXY,0
172.22284,19.00978,1.758088E-4,STAR,0
172.22256,18.927838,0.735983,QSO,0
172.19955,19.038681,0.175654,GALAXY,0
172.02994,19.567474,0.351689,GALAXY,0
171.97331,19.533655,0.176813,GALAXY,0
172.05157,19.225358,0.829563,QSO,5
172.20939,19.061059,0.166305,GALAXY,0
172.04427,19.377377,0.208065,GALAXY,0
172.15814,19.443896,0.21662,GALAXY,0
172.03334,19.099469,0.102479,GALAXY,0
172.23852,18.833476,0.102169,GALAXY,0
171.99924,19.342107,-1.014443E-4,STAR,0
171.91497,19.309979,0.132156,GALAXY,0
172.43046,20.439114,0.130985,GALAXY,0
172.6221,20.483125,0.300404,GALAXY,0
172.40893,20.374787,0.138588,GALAXY,0
172.54079,20.437585,0.136554,GALAXY,0
172.60166,20.460991,0.187319,GALAXY,0
172.08272,20.289827,0.134528,GALAXY,0
172.53578,20.50955,0.134208,GALAXY,0
172.61883,20.389362,0.136681,GALAXY,0
172.56858,20.623126,0.063984,GALAXY,0
172.40341,20.469205,4.170795,QSO,5
172.51542,20.356262,0.130137,GALAXY,0
172.15712,20.379919,1.656921E-4,STAR,0
172.464,20.311187,0.129059,GALAXY,0
172.10191,20.233712,0.180881,GALAXY,0
172.45217,20.350617,0.140258,GALAXY,0
172.36987,20.43593,0.13623,GALAXY,0
172.18689,20.377128,0.145539,GALAXY,0
172.5155,20.246495,0.193167,GALAXY,0
172.53822,20.327182,0.130728,GALAXY,0
172.55968,20.457372,0.186288,GALAXY,0
172.16414,20.16063,0.166937,GALAXY,0
172.11589,20.224765,0.164388,GALAXY,0
172.05091,20.203077,0.324366,GALAXY,0
171.91451,19.613925,0.352159,GALAXY,0
172.14848,19.817814,-4.021394E-3,STAR,9
172.23675,19.896597,0.132819,GALAXY,0
172.17715,19.887014,0.051851,QSO,0
172.04882,19.780453,0.132158,GALAXY,0
172.19602,19.93381,0.106453,GALAXY,0
171.98424,20.075023,0.326961,GALAXY,0
172.02266,19.7483,0.154134,GALAXY,0
172.13729,19.867056,0.134216,GALAXY,0
172.29858,19.922454,0.128569,GALAXY,0
172.29555,19.703776,0.447589,GALAXY,0
171.92707,19.84941,0.13366,GALAXY,0
172.0737,19.809703,0.132169,GALAXY,0
172.20357,19.647398,0.052711,GALAXY,0
171.96289,19.841578,0.322771,GALAXY,0
171.98282,19.635879,0.132976,GALAXY,0
172.30472,19.772514,0.019642,GALAXY,0
172.85863,20.732573,0.148288,GALAXY,0
172.6599,20.503367,0.132264,GALAXY,0
172.72456,20.775539,0.110122,GALAXY,0
172.7135,20.560373,0.45127,QSO,5
172.85583,20.672383,0.06629,GALAXY,0
172.75284,20.468948,0.020477,GALAXY,0
172.78967,20.503212,0.192042,GALAXY,0
172.72634,20.89836,0.162506,GALAXY,0
172.65712,20.860697,0.062393,GALAXY,0
172.73208,20.359618,0.131322,GALAXY,0
172.78482,20.364231,1.764926,QSO,0
172.64544,20.372136,0.012875,GALAXY,0
172.80929,20.341044,0.065243,GALAXY,0
172.70896,20.755506,0.06632,GALAXY,0
172.86019,20.271841,-7.260451E-4,STAR,0
172.7654,20.235636,0.013961,GALAXY,0
172.76483,20.368118,0.336947,GALAXY,0
172.73601,20.297506,1.377134,QSO,0
172.83027,20.874528,0.134646,GALAXY,0
172.71928,20.506329,0.13758,GALAXY,0
172.44305,20.007419,0.137197,GALAXY,0
172.62775,20.055713,0.130253,GALAXY,0
172.32025,19.896671,0.132275,GALAXY,0
172.46061,20.209181,0.135453,GALAXY,0
172.4241,19.978021,3.577407E-3,STAR,5
172.58525,20.038275,0.195594,GALAXY,0
172.35343,20.150259,0.102691,GALAXY,0
172.38442,20.161124,0.146252,GALAXY,0
172.54018,20.077318,0.134063,GALAXY,0
172.63819,20.088587,0.131657,GALAXY,0
172.32413,19.936782,0.128909,GALAXY,0
172.48908,19.7389,0.107418,GALAXY,0
172.38837,19.880327,0.130472,GALAXY,0
172.41706,19.872199,0.132709,GALAXY,0
172.49925,19.880208,0.129123,GALAXY,0
172.42593,19.702572,-1.165809E-4,STAR,0
172.52602,19.745559,0.317441,GALAXY,0
172.49141,19.672761,0.133921,GALAXY,0
172.56558,19.831827,0.135424,GALAXY,0
172.50111,19.945033,0.131939,GALAXY,0
173.13839,20.401081,0.02289,GALAXY,0
172.97121,20.363659,0.148873,GALAXY,0
173.08404,20.629429,0.148094,GALAXY,0
172.91688,20.452933,0.032806,GALAXY,0
173.05652,20.421792,6.423453E-6,STAR,0
173.13761,20.417097,0.022671,GALAXY,0
172.89888,20.76972,0.110125,GALAXY,0
173.02514,20.688461,0.132063,GALAXY,0
172.97411,20.513572,0.049331,GALAXY,0
173.14628,20.526209,0.037507,GALAXY,0
173.0302,20.458457,-3.55294E-3,STAR,13
172.94142,20.350572,0.033455,GALAXY,0
172.95814,20.733071,0.158793,GALAXY,0
172.91445,20.243968,0.092399,GALAXY,0
172.90689,20.286744,0.231866,GALAXY,0
172.8997,20.374197,0.179886,GALAXY,0
173.02504,20.597347,0.148279,GALAXY,0
172.98492,20.487517,0.049216,GALAXY,0
172.87151,20.693437,0.064365,GALAXY,0
172.95423,20.402875,0.033049,GALAXY,0
172.86974,20.10932,0.163242,GALAXY,0
173.00538,20.146819,0.163024,GALAXY,0
173.14721,20.068809,0.020696,GALAXY,0
172.73711,19.711262,0.132419,GALAXY,0
172.96175,20.221493,0.249009,QSO,0
173.11026,19.800282,0.013188,GALAXY,0
172.91171,20.175049,0.158828,GALAXY,0
172.89569,20.139095,0.23373,GALAXY,0
172.95159,20.087185,0.163343,GALAXY,0
172.83725,19.935898,1.989702E-3,STAR,5
172.88423,20.022542,0.013819,GALAXY,0
173.0971,19.836193,0.131444,GALAXY,0
172.68816,19.791308,1.537942,QSO,0
172.78279,20.174233,0.131743,GALAXY,0
172.67668,19.69768,1.813771,QSO,0
173.09762,19.911281,0.145241,GALAXY,0
173.09582,19.684971,6.685145E-5,STAR,0
172.79167,19.98535,0.210775,GALAXY,0
172.78406,19.712693,0.05301,GALAXY,0
172.64929,20.039446,0.165043,GALAXY,0
173.39484,20.467451,3.080223,QSO,5
173.16329,20.670197,0.174775,GALAXY,0
173.17677,20.570953,0.062948,GALAXY,0
173.6457,20.471361,0.167611,GALAXY,0
173.31596,20.539316,-6.464121E-5,STAR,0
173.60714,20.477481,3.352313E-3,STAR,12
173.57635,20.478633,0.249844,GALAXY,0
173.16803,20.603342,0.422419,GALAXY,0
173.28774,20.605522,0.035279,GALAXY,0
173.57536,20.497134,0.035633,GALAXY,0
173.64796,20.369678,0.035889,GALAXY,0
173.45146,20.455002,0.034625,GALAXY,0
173.572,20.398126,0.032242,GALAXY,0
173.16303,20.30043,0.092181,GALAXY,0
173.62151,20.26966,0.149263,GALAXY,0
173.55092,20.387179,0.160308,GALAXY,0
173.17361,20.460143,3.764656,QSO,4
173.52896,20.872886,3.538835E-4,STAR,0
173.17311,20.438663,0.020174,GALAXY,0
173.34505,20.325057,0.034249,GALAXY,0
173.37606,20.213276,0.133124,GALAXY,0
173.31274,20.151651,0.426983,GALAXY,0
173.1956,20.038195,0.02042,GALAXY,0
173.24819,20.046725,0.323986,GALAXY,0
173.15453,20.021373,-4.019935E-3,STAR,12
173.16707,20.187782,0.162981,GALAXY,0
173.26828,20.056727,0.216247,GALAXY,0
173.16102,20.098048,0.033375,GALAXY,0
173.23124,20.099123,0.092435,GALAXY,0
173.39296,19.840155,0.056984,GALAXY,0
173.37433,19.788486,0.130748,GALAXY,0
173.15111,19.83494,0.147995,GALAXY,0
173.30645,19.816435,0.033169,GALAXY,0
173.29004,19.817554,0.150734,GALAXY,0
173.15186,19.809423,0.154484,GALAXY,0
173.2508,19.987885,0.950944,QSO,5
173.36457,19.644956,1.187732,QSO,0
173.17789,19.838868,0.152705,QSO,0
173.1549,19.858163,0.150115,GALAXY,0
173.15903,19.877158,0.151923,GALAXY,0
173.44694,20.182972,0.147196,GALAXY,0
173.57924,20.109557,3.3081E-5,STAR,0
173.53855,19.888665,0.313119,GALAXY,0
173.54994,20.045494,0.149761,GALAXY,0
173.46645,20.078213,0.46938,GALAXY,0
173.48445,19.877401,0.233428,GALAXY,0
173.52918,19.925086,0.063596,GALAXY,0
173.47202,20.034629,0.03581,GALAXY,0
173.44186,20.121869,0.097485,GALAXY,0
173.55874,19.89244,0.155602,GALAXY,0
173.43848,19.627228,0.107795,GALAXY,0
173.61023,19.630471,0.23287,GALAXY,0
173.591,19.746946,1.189285,QSO,0
173.46062,19.829523,0.588711,GALAXY,5
173.45871,19.890176,0.232926,GALAXY,0
173.40466,19.903454,0.231538,GALAXY,0
173.42439,19.960682,0.150883,GALAXY,0
173.54513,19.983885,0.063389,GALAXY,0
173.57835,19.66658,0.107958,GALAXY,0
173.50539,19.858783,0.233716,GALAXY,0
174.05471,20.116336,0.108246,GALAXY,0
173.86601,20.000847,0.031883,GALAXY,0
173.79072,20.03602,0.150688,GALAXY,0
173.97685,20.222187,3.77673E-3,GALAXY,0
173.92769,20.172446,0.482977,GALAXY,0
173.93301,19.972839,1.163959,QSO,5
174.01011,20.086244,0.151073,GALAXY,0
173.96196,20.02391,0.122222,GALAXY,0
173.69169,20.204809,0.031947,GALAXY,0
173.7827,20.121631,0.276804,GALAXY,0
174.07647,19.691198,0.12813,GALAXY,0
173.68752,19.848931,0.157883,GALAXY,0
173.70377,20.038506,2.267167E-5,STAR,0
173.84654,19.90354,0.14901,GALAXY,0
173.77139,19.782393,0.093061,GALAXY,0
173.70673,19.765523,0.313075,GALAXY,0
174.00277,19.634022,0.338653,GALAXY,0
174.07045,20.227541,0.14682,GALAXY,0
173.84573,19.949125,0.148999,GALAXY,0
173.90048,19.893019,0.124558,GALAXY,0
173.7965,20.513783,0.022362,GALAXY,0
174.08888,20.319352,0.11244,GALAXY,0
173.89431,20.504928,0.02211,GALAXY,0
173.99631,20.357994,0.317339,GALAXY,0
173.72311,20.488084,0.022756,GALAXY,0
173.93332,20.383371,0.107456,GALAXY,0
174.08329,20.521775,0.021372,GALAXY,0
174.03855,20.287515,0.151047,GALAXY,0
173.74485,20.524077,1.237278,QSO,0
173.90829,20.408094,-2.856326E-3,STAR,13
173.84637,20.311822,0.034839,GALAXY,0
173.90754,20.235812,0.313525,GALAXY,0
173.71984,20.349478,0.034868,GALAXY,0
173.78878,20.425906,0.313792,GALAXY,0
174.08871,20.229645,0.135161,GALAXY,0
174.0356,20.320281,0.313361,GALAXY,0
173.99473,20.259178,0.062301,GALAXY,0
173.81324,20.409724,0.15905,GALAXY,0
173.68085,20.333708,0.323846,GALAXY,0
173.66799,20.241766,0.031222,GALAXY,0
174.20144,19.9951,0.065688,GALAXY,0
174.31487,20.104744,0.118397,GALAXY,0
174.14741,19.978901,0.146803,GALAXY,0
174.22507,19.969453,0.020444,GALAXY,0
174.25725,20.085444,0.119718,GALAXY,0
174.24394,20.09554,0.118881,GALAXY,0
174.20675,20.161285,0.020997,GALAXY,0
174.29105,20.025303,0.020221,GALAXY,0
174.10547,19.989518,0.147232,GALAXY,0
174.22598,19.997234,0.022153,GALAXY,0
174.07872,19.892279,0.148945,GALAXY,0
174.0887,19.997272,0.146865,GALAXY,0
174.16671,19.658153,0.108413,GALAXY,0
174.28981,19.897968,0.020927,GALAXY,0
174.29313,19.78946,-4.902585E-5,STAR,0
174.2719,19.865022,0.150246,GALAXY,0
174.12417,19.832838,0.021842,GALAXY,0
174.24609,19.909502,2.262421,QSO,5
174.1183,19.811439,0.022155,GALAXY,0
174.28441,19.629323,0.097294,GALAXY,0
174.10069,20.471614,0.929757,QSO,0
174.48201,20.557418,0.136655,GALAXY,0
174.43714,20.517676,0.163803,GALAXY,0
174.34586,20.282689,0.135175,GALAXY,0
174.47846,20.488189,0.13224,GALAXY,0
174.26578,20.24547,0.119036,GALAXY,0
174.11669,20.432475,0.146469,GALAXY,0
174.33317,20.421329,0.471248,GALAXY,5
174.46587,20.458022,0.029811,GALAXY,0
174.45709,20.574519,0.167334,GALAXY,0
174.16475,20.343771,0.233405,GALAXY,0
174.39759,20.252428,0.150605,GALAXY,0
174.20608,20.244948,0.311178,GALAXY,0
174.09767,20.335983,0.184489,GALAXY,0
174.37804,20.555861,0.106418,GALAXY,0
174.48902,20.26175,0.312608,GALAXY,0
174.16536,20.289962,0.031938,GALAXY,0
174.48473,20.288701,3.142315E-4,STAR,0
174.50306,20.242304,0.025253,GALAXY,0
174.45281,20.407503,0.152454,GALAXY,0
174.47429,19.907962,3.002142,QSO,5
174.52862,20.113184,0.109411,GALAXY,0
174.56227,20.178331,0.06391,GALAXY,0
174.69331,20.211649,0.135601,GALAXY,0
174.43861,20.203269,0.152243,GALAXY,0
174.54044,20.085115,0.064031,GALAXY,0
174.46309,20.221024,0.150961,GALAXY,0
174.39978,20.16399,0.025757,GALAXY,0
174.51595,19.861647,0.020685,GALAXY,0
174.6886,20.140022,0.010348,GALAXY,0
174.33303,20.167617,0.113269,GALAXY,0
174.43422,19.937861,0.098148,GALAXY,0
174.37168,19.937897,0.033746,GALAXY,0
174.40006,19.723427,1.620566,QSO,0
174.67556,19.910047,0.022586,GALAXY,0
174.36615,20.145983,0.468175,GALAXY,0
174.57985,19.967679,0.10933,GALAXY,0
174.51861,20.012081,0.063489,GALAXY,0
174.31677,19.619508,0.020481,GALAXY,0
174.68026,19.672121,0.180937,GALAXY,0
174.5301,20.552619,0.167777,GALAXY,0
174.50559,20.524786,0.157006,GALAXY,0
174.64491,20.491412,0.166576,GALAXY,0
174.65613,20.525439,0.026077,GALAXY,0
174.62524,20.525835,0.024049,GALAXY,0
174.56182,20.59759,0.168157,GALAXY,0
174.5512,20.620138,0.183556,GALAXY,0
174.52574,20.5834,0.156403,GALAXY,0
